Carimbo de data/hora,1) Qual o seu sexo?,2) Qual sua idade?,4) Qual o seu curso de graduação?,5) Em que ano você ingressou nesse curso?,6) Qual o período/ano você está matriculado?,7) Qual o turno do seu curso?,8) Você exerce atividade remunerada?,9) O que você poderia dizer sobre suas atuações na área da computação?,10) Quais motivos o levaram a escolher o curso?,"11) Agora que você está na graduação, quais motivos o fazem continuar?","12) Agora que você está na graduação, suas perspectivas com o conteúdo do curso mudaram?",13) Quantas horas por dia você se dedica aos estudos fora do horário de aula?,14) Você tem dificuldade de organizar seu tempo para os estudos?,15) Você costuma estudar pelos livros e outros materiais sugeridos pelo professor?,16) Como você classifica sua dedicação ao curso?,17) Quais são suas maiores dificuldades no curso? ,18) Quais das grandes áreas da computação você encontra/encontrou maior dificuldade?,19) Você acha seu curso difícil? ,20) Você tem dificuldade em  imaginar e implementar um algoritmo para solucionar um problema apresentado?,21) Você procura o professor fora do horário das aulas?,22) Quantas vezes você reprovou?,23) Você conseguiu ser aprovado em disciplinas que reprovou anteriormente?,24) Quais os principais motivos que contribuíram para sua reprovação? ,"25) Na sua opinião, por que é comum ocorrerem reprovações nos cursos de graduação em computação? ",26) Que sugestões você daria para diminuir as reprovações no curso?,27) Como a estrutura física da sua Instituição interfere no seu desempenho acadêmico?,28) Qual sua renda familiar média?,29) Qual o meio de transporte geralmente utilizado para se deslocar para a instituição?,30) Você possui algum tipo de bolsa-auxílio/financiamento estudantil que contribua para sua permanência no curso?,"31) Em seu ambiente residencial, você possui recursos (computador, internet, etc) para estudar/aplicar o conhecimento recebido no seu curso?",32) Você acredita que a sua formação pode transformar sua atual realidade sócio-econômica?,33) Você visualiza atualmente oportunidades de atuação profissional em sua área de formação?,34) Você acredita que a formação que está recebendo será um diferencial para o ingresso no mercado de trabalho?,"35)  No futuro, após você se formar, como você acredita que será o mercado de trabalho na sua área?",36) Você acha que o curso prepara os alunos adequadamente para o mercado de trabalho?,"37) Em algum momento durante seu curso de Computação, você pensou em desistir dos estudos?","38) Se você pudesse refazer sua opção de curso, escolheria  novamente o seu curso?",39) Você já sofreu ou vivenciou algum tipo de discriminação? Conte o que ocorreu.,40)  Qual a instituição  que você cursou no ensino médio?
7/9/2020 20:44:07,Masculino,24,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2020,1º período / 1ºano,Noturno,Sim,Sempre trabalhei na área.,"Experiência profissional, Gosto de jogos, internet e computador, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto do Curso",Não,menos que 1 hora,Sempre,Sim,A máxima possível,"Tempo para estudar, Problemas familiares, pessoais ou falta de motivação",Nenhuma,Razoavelmente,Não,"Não, eu não tenho horário para procurá-los",Nenhuma,Nunca reprovei,Nunca reprovei,Sim,"Depende muito do aluno, no meu caso por exemplo, me faltaria tempo para me dedicar de fato a graduação, dependendo do aluno pode existir dificuldades na compreensão de cada conteudo.",Muito,"De R$1000,00 a R$3000,00",Carro,Não,Sim,Sim,Sim,Sim,Muito promissor,Não sei dizer,Não,Sim,,Técnico integrado em Informática
7/9/2020 20:45:17,Masculino,28,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2011,10º período / 5º ano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Sugestão da família e/ou amigos, Gosto de jogos, internet e computador, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa",Razoavelmente,menos que 1 hora,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores","Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Pouco,Pouca,"Sim, algumas vezes",7,"Sim, todas","Falta de estudo, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Avaliações incompatíveis com a matéria dada",Exigência de estudo além da sala de aula,Realização de trabalhos em tempo de aula,"É boa, porém poderia ter um espaço livre, pra poder ficar quando não tem aula","De R$1000,00 a R$3000,00",ônibus,Não,Sim,Sim,Sim,Parcialmente,Promissor,Razoavelmente sim,Sim,Não,Não,Privado (particular)
7/9/2020 21:18:24,Masculino,25,TADS (tecnologia em análise e desenvolvimento de sistemas) - IFPR Umuarama,2018,5º período / 3º ano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Gosto de jogos, internet e computador, Realização de cursos técnicos, O curso é na cidade em que moro, Acredito que o curso é adequado ao meu perfil., Conhecimento prévio do assunto.","Gosto de jogos, internet e computador, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é adequado ao meu perfil.",Não,entre 1 e 2 horas,Quase sempre,Não,Mediana,"Tempo para estudar, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos","Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Não,Não,"Não, meus horários livres não coincidem com os horários de atendimento deles.",Nenhuma,Nunca reprovei,Nunca reprovei,Porquê os alunos se inscrevem no curso sem ao menos saber do tipo de conteúdo que o curso se trata. ,"Aplicar provas do processo seletivo orientados ao conteúdo básico referente ao curso oferecido. Desta maneira, os alunos se veriam obrigados a entender ao menos do que o conteúdo do curso se trata para conseguirem suas vagas, diminuindo significativamente o numero de desistências após o inicio das aulas e reprovação.",Restrições de instalação de softwares de desenvolvimento nos laboratórios de informatica. Ex: Não é possível instalar Nodejs nas maquinas.,"De R$1000,00 a R$3000,00",Moto,Sim,Sim,Não saberia dizer,Sim,Não,Não sei dizer,"Não, porém não é responsabilidade de uma faculdade fazer este preparo, ela deve apenas dar o direcionamento para que o aluno se prepare adequadamente para o mercado.",Sim,Não,Não.,Público
7/9/2020 21:40:54,Masculino,18,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2020,1º período / 1ºano,Matutino,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Emprego futuro, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro, O curso é adequado ao meu perfil.",Razoavelmente,entre 2 e 3 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,Conteúdo das disciplinas,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Pouca,Não,Nenhuma,Nunca reprovei,Nunca reprovei,Nível de exigência dos mesmos,Maior compreensão quanto as dificuldades dos alunos,Positivamente,"Até R$1000,00",Transporte público,Não,Sim,Sim,Sim,Parcialmente,Muito promissor,,Não,Sim,,Público
7/9/2020 22:38:00,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,7º período / 4º ano,Integral,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Sugestão da família e/ou amigos, Gosto de jogos, internet e computador, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Contato com programação em cursos de aprendizagem","incentivo da família e/ou amigos, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa",Bastante,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos, Falta de abstração, Falta de conceitos básicos matemáticos dificultaram muito no início do curso, escrever o artigo do TCC sem sido muito difícil pois o hábito de escrever e agora sinto dificuldades.","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Pouca,"Sim, algumas vezes",Nenhuma,Nunca reprovei,Nunca reprovei,"Acredito que no início seja muita coisa nova pra aprender, aliada com a base fraca do ensino fundamental ""quebra"" os calouros. Não reprovei, mas deve ser desmotivador, ainda mais pra quem é novo e tá longe de casa, se eu tivesse nessas condições não sei se teria aguentado. As vezes alguns professores cobram muito. No início estudei ""demais"", sofri e ainda sofro muito com ansiedade.","Talvez seja um difícil fazer isso, mas as matérias ""não específicas"" não deveriam ser tão ""puxadas"". Embora seja um curso explicitamente bem teórico, aplicações são bem vindas e ajudam mt no entendimento. Os professores poderiam ""cobrar"" desde cedo mais leitura dos alunos, recomendar trabalhos científicos relacionados à matéria, instigar uma curiosidade da área científica. Os docentes também poderiam realizar mais atividades extracurriculares e afins, minicursos e etc, como uma forma de motivação e integração.","A estrutura é boa mas se situa num local muito retirado, tenho que pegar dois ônibus. Embora isso seja normal e rotineiro, ter que acordar cedo (as aulas começam às 7:30 pela manhã) pra pegar ônibus, ficar muito tempo de pé, ônibus cheio e acontecimentos esporádicos durante a ida pra universidade as vezes é estressante/cansativo e pode afetar negativamente as aulas consecutivas.","De R$3000,00 a R$5000,00",Transporte público e esporadicamente uso o carro da família,Não,Sim,Sim,Sim,Sim,Promissor,"Parcialmente. Genericamente diria é um curso difícil e maioria das tecnologias aprendidas não são tecnologias comerciais (e nem deveriam) porque o curso busca explicar conceitos e não linguagens, frameworks, etc. Portanto, diria que quem consegue se manter e aprender durante o curso tem capacidade pra sair e aprender as tecnologias do mercado.",Sim,Sim,,Público
7/10/2020 6:24:10,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador",Gosto do Curso,Razoavelmente,entre 1 e 2 horas,Às vezes,Não,Mediana,Procrastinar ,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Não,Não,1,"Não, nenhuma","Falta de estudo, Dificuldade para entender as explicações do professor",Falta de dedicação a disciplina,Estudar mais,de forma positiva ,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Parcialmente,Promissor,,Não,Sim,Não sofri ,Público
7/10/2020 15:05:33,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2016,9º período / 5º ano,Matutino,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Emprego futuro, Gosto do Curso, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,entre 1 e 2 horas,Sempre,Não,Baixa,"Problemas familiares, pessoais ou falta de motivação","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Razoavelmente,Não,2,"Não, nenhuma","Falta de estudo, Motivos pessoais, Falta de frequência às aulas, Não consegui nota suficiente","Muitos alunos chegam do ensino médio sem estarem adaptados a uma rotina de estudos consistente. Em alguns casos específicos pode ser que um professor torne a aprovação em uma disciplina desnecessariamente difícil, mas na grande maioria das vezes o problema é a falta de estudo.

Também é comum que calouros ingressem no curso com falsas expectativas e sejam surpreendidos pelo foco teórico do curso, pelo menos no caso de Ciência da Computação.","Acredito com em grande parte esse problema é mais estrutural do que referente ao curso em si, já que um dos principais problemas é que os alunos vêm do ensino médio com pouco preparo.","A estrutura física até pode exercer alguma interferência no desempenho; a sala de aula pode ficar com temperatura muito elevada por falta de ventilação/refrigeração, e uma construção ao lado pode gerar ruídos que dificultam a concentração. Dito isso, acredito que a estrutura física não seja um fator determinante para o desempenho; é uma interferência esporádica.","De R$7000,00 a R$9000,00",Carro,Não,Sim,Sim,Sim,Sim,Promissor,"O curso de Ciência da Computação não prepara tanto os alunos para o mercado de trabalho, mas não é esse o objetivo do curso.",Não,Sim,,Público
7/10/2020 16:50:50,Masculino,19,Engenharia de Software,2019,4º período / 2º ano,Noturno,Sim,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Emprego futuro","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro",Razoavelmente,entre 1 e 2 horas,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,Perceber a aplicabilidade dos conteúdos,"Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Bastante,Razoavelmente,Não,Nenhuma,Nunca reprovei,Nunca reprovei,Falta de dedicação aos estudos ,"Realmente não sei, talvez fazer aulas dinâmicas","Só interfere em projetos acadêmicos, pois nem todos do grupo possuem equipamentos.","De R$1000,00 a R$3000,00",Carro,Não,Sim,Sim,Sim,Sim,Muito promissor,"Talvez, mas o ambiente no mercado de trabalho nem sempre é estável.",Sim,Não,,Público
7/10/2020 17:50:55,Masculino,34,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,2º período / 1º ano,Noturno,Não,Nunca trabalhei na área.,Emprego futuro,Desafio / Motivação pessoal,Razoavelmente,menos que 1 hora,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Perceber a aplicabilidade dos conteúdos","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais)",Completamente,Completamente,Não,2,Algumas,"Falta de estudo, Disciplina muito difícil, Motivos pessoais",Não sei ,Tem que estudar ,Boa,"De R$1000,00 a R$3000,00",Van,Sim,Não,Não saberia dizer,Não,Sim,Não sei dizer,Sim,Sim,Não,Não ,Público
7/10/2020 21:27:04,Feminino,28,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2012,8º período / 4º ano,Matutino,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro, Interação com os colegas do curso, Interação com os professores do curso",Bastante,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais)",Completamente,Razoavelmente,Não,5,"Sim, todas","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas","Desistência, conteúdo muito difícil, mercado de trabalho muito longe vida graduação",Inovação,Muito,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,,Não,Não,,Público
7/11/2020 0:57:01,Masculino,24,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,5º período / 3º ano,Integral,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Bastante,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Metodologias utilizadas pelos professores, Recursos financeiros, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Pouca,"Sim, algumas vezes",12,A maioria,"Falta de estudo, Trabalhos difíceis ou extensos, Motivos pessoais, Problemas em casa",Não estudar por fora provavelmente é o maior motivo. Mas acho que muitos casos são pessoais ou específicos.,Menos trabalhos fora do horário de aula. Os outros cursos são bem mais tranquilos nesse sentido. Alguns algoritmos podem chegar a demorar dezenas de horas pra funcionar. Isso aconteceu comigo em matérias como estrutura de dados.,"Levo uma hora e meia de ônibus pra ir, mais uma hora e meia pra voltar... Isso é quase um turno. A distância seria minha única reclamação. Não tenho outras sobre isso.","De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Parcialmente,Promissor,Não... Essa tem sido uma crítica de longa data pelo que sei. Sei também que a nova coordenação e professores estão trabalhando para mudar isso.,Sim,Sim,Não.,Público
7/11/2020 9:02:56,Masculino,33,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,4º período / 2º ano,Noturno,Sim,Sempre trabalhei na área.,Acredito que o curso é adequado ao meu perfil.,Experiência profissional,Muito Pouco,entre 1 e 2 horas,Frequentemente,Sim,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Bastante,Completamente,"Não, meus horários livres não coincidem com os horários de atendimento deles.",3,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor",Lógica e Algoritmos,N/A,N/A,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,N/A,Sim,Sim,"Sim, racismo",Público
7/11/2020 11:09:22,Masculino,23,Sistema de Informação - FAG,2014,8º período / 4º ano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Gosto de jogos, internet e computador, Realização de cursos técnicos, Acredito que o curso é adequado ao meu perfil.",Emprego futuro,Bastante,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Conteúdo das disciplinas, Tempo para estudar, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação",Nenhuma,Razoavelmente,Não,Não,6,"Não, nenhuma","Falta de estudo, Dificuldade para entender as explicações do professor, Motivos pessoais, Falta de frequência às aulas, Não consegui nota suficiente","As disciplinas que não possuem ligação direta com o curso, geralmente são deixadas de lado pelos alunos. Em outras palavras, a dedicação para estas disciplinas não é a mesma do que para as disciplinas ligadas ao curso.","Tornar as aulas mais atrativas para os alunos. Tive aulas de filosofia extremamente interessantes, apesar de não ser uma disciplina ligada diretamente ao curso. Eram aulas atrativas e que por interesse proprio eu me dedicava.
Ao contrario de matematica financeira por exemplo, onde o professor não tinha paciencia para explicações, e a disciplina era tediosa.","Os computadores da FAG, na maioria das vezes, não possuem hardware suficiente, ou sequer os softwares necessários para desenvolvimento das aplicações.
Já fiz provas de banco sem um SGBD, eu era o unico da sala sem um notebook, e o computador que estava não possuia o software.
Aulas de desenvolvimento, o computador não suportava o android studio.
Pessoas sem um notebook proprio, possuem bastante dificuldade de aprendizado por conta da falta de equipamentos.","De R$1000,00 a R$3000,00",Carro,Sim,Sim,Não,Sim,Não,Pouco promissor,Não.,Sim,Não,Não,Privado (particular)
7/11/2020 18:03:00,Masculino,23,Sistema de Informação - FAG,2017,9º período / 5º ano,Noturno,Não,Nunca trabalhei na área.,Acredito que o curso é adequado ao meu perfil.,"Gosto do Curso, O curso é adequado ao meu perfil.",Muito Pouco,menos que 1 hora,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,Nunca parei para pensar sobre isso,"Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais)",Razoavelmente,Razoavelmente,"Sim, algumas vezes",3,"Sim, todas","Falta de estudo, Não consegui nota suficiente",Por falta de estudo.,Não sei.,Não sei.,"Acima de R$9000,00",Carro,Não,Sim,Não,Sim,Parcialmente,Muito promissor,Não.,Não,Sim,Não.,Privado (particular)
7/11/2020 19:30:55,Feminino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,7º período / 4º ano,Integral,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil., Afinidade com tecnologia mas nunca joguei jogos","Experiência profissional, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa",Bastante,entre 1 e 2 horas,Frequentemente,Sim,Mediana,"Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Falta de apoio e interação entre colegas ","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Bastante,"Não, meus horários livres não coincidem com os horários de atendimento deles.",3,"Sim, todas","Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos",Grade curricular muito carregada em único semestre. Falta de didática. Falta de afinidade com a matéria ,Mais grupos de estudo e projetos de pesquisa,A estrutura física é boa. Até ajuda o desempenho ,"De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,Sim. Mas poderia ter mais opções para as pessoas visualizarem carreiras possíveis além de desenvolvedor e cientista ,Sim,Sim,Não ,Público
7/12/2020 2:00:55,Masculino,22,Ciência da Computação - Unioeste,2016,7º período / 4º ano,Integral,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Realização de cursos técnicos, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Realização de cursos técnicos, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os professores do curso, Gosto do Curso, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Não,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Problemas familiares, pessoais ou falta de motivação, Falta de Interação com antigos colegas; Realização de trabalhos em grupo sozinho.","Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Razoavelmente,Pouca,Não,3,"Não, nenhuma","Trabalhos difíceis ou extensos, Motivos pessoais, 2 reprovações foram por não ter conseguido completar trabalhos. 1 por já ter abandonado o curso.","Maioria das pessoas possuem dificuldades em estudar por conta de como foi o ensino médio, ás vezes não se comprometem e também por motivos pessoas por ser uma nova fase da vida, muitas pessoas mudam o estilo de vida, passam a morar sozinhos, já possuem problemas emocionais, sociais...","Os alunos deveriam conhecer melhor o curso antes de decidir se quer ingressar, ao menos ter ciência da grade de disciplinas.",Nunca tive problemas.,"De R$1000,00 a R$3000,00",A pé,Não,Sim,Sim,Sim,Sim,Muito promissor,"Em atuações relacionadas somente a desenvolvimento de aplicações comerciais, acredito que poderia ser dada mais ênfase aos padrões de desenvolvimentos mais modernos e que realmente são utilizados no mercado de tranalho.",Sim,Sim,"Não diretamente. Mas comentários e opiniões de outros alunos muitas vezes me fez me sentir deslocado entre as pessoas do curso, levando a reclusão e posteriormente problemas em desenvolver atividades sozinho.",Técnico integrado em Informática
7/12/2020 14:19:55,Masculino,29,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,2º período / 1º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Gosto do Curso, Desafio / Motivação pessoal, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Não,entre 1 e 2 horas,Sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,A máxima possível,"Tempo para estudar, Recursos financeiros, Problemas familiares, pessoais ou falta de motivação","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Pouco,Não,"Não, eu não tenho horário para procurá-los",1,"Sim, todas","Falta de estudo, Disciplina muito difícil, Trabalhos difíceis ou extensos, Motivos pessoais, Falta de frequência às aulas, Não consegui nota suficiente","Tempo, muitos alunos trabalham e conciliar horários e bem difícil, o ideal seria que todos os alunos dedica sem seu tempo exclusivamente ao curso, mas nem todos possuem este privilégio","Flexibilidade no recebimento de atividades, diminuição de atividades fora do horário escolar.",Não interfere,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Promissor,"Não, o curso da embasamento sobre conteúdos importante, mas estes conteúdos não são atualizados ou voltados para o mercado de trabalho",Sim,Sim,"Sim, não pode assisti a aula por ter chegado atrasado , o motivo do atraso : estava trabalhando, e os colegas que tem pontualidade no horário em sua maior parte não trabalha.",Público
7/12/2020 18:22:50,Masculino,21,Ciência da Computação - Unioeste,2018,5º período / 3º ano,Integral,Não,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Razoavelmente,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Conteúdo das disciplinas, Problemas familiares, pessoais ou falta de motivação, Falta de abstração","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Bastante,Razoavelmente,"Sim, algumas vezes",1,"Não, nenhuma","Falta de estudo, Motivos pessoais, Não consegui nota suficiente",Muitos alunos entram com uma mentalidade diferente sobre a computação e acabam tendo dificuldade em matérias específicas.,"Não tenho sugestões, acredito que com esforço e estudo pode-se conseguir a aprovação em todas as matérias.",Não interfere positivamente nem negativamente.,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Promissor,"Sim, a Unioeste oferece bolsas de pesquisa, empresa júnior, eventos, e muitas outras coisas que podem ajudar no futuro no mercado de trabalho.",Sim,Sim,Não.,Público
7/13/2020 8:58:50,Masculino,28,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,2º período / 1º ano,Noturno,Sim,Nunca trabalhei na área.,Emprego futuro,Emprego futuro,Bastante,entre 1 e 2 horas,Às vezes,Sim,Mediana,"Tempo para estudar, Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Recursos financeiros","Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,"Sim, algumas vezes",6,"Sim, todas",Falta de estudo,"Pra quem trabalha e estudar sempre vai ficar um pouco difícil 
Por que essa ciência precisar muito tempo",É um jogo entre aluno e professor ,Bom,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,Sim,Não,Sim,Nao,Público
7/13/2020 17:53:16,Masculino,25,Sistema de Informação - FAG,2010,5º período / 3º ano,Matutino,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Experiência profissional, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa","incentivo da família e/ou amigos, O curso é na cidade em que moro",Razoavelmente,entre 2 e 3 horas,Frequentemente,Sim,Baixa,"Conteúdo das disciplinas, Tempo para estudar","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais)",Razoavelmente,Razoavelmente,"Sim, algumas vezes",10,"Sim, todas","Provas abstratas, Avaliações incompatíveis com a matéria dada",kkkkkk,kdddddddd,ddddddddddd,"Até R$1000,00",Carro,Sim,Sim,Sim,Sim,Sim,Promissor,aaaaaaaaaddddd,Não,Sim,ssssssssss,Público
